"image href","image src","job_link","job_link href","company-name","salary","location","time","time 2","time 3","time 4","welfare","welfare 2","welfare 3","apply-button href"
"https://careerviet.vn/vi/nha-tuyen-dung/mars-group.35A51FB9.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployers%2F14009%2F115957mars.jpg&w=256&q=75","IT System","https://careerviet.vn/vi/tim-viec-lam/it-system.35C71E06.html","Mars Group","Lương: 12 Tr - 16 Tr VND","Hồ Chí Minh","Hạn nộp:","06-06-2026","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C71E06"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-kinh-doanh-f88.35A89F54.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F243284%2F183622logo_f88_tai_chinh_binh_dan-02.png&w=256&q=75","Trưởng phòng Kinh doanh số","https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-so.35C6EA3D.html","CÔNG TY CỔ PHẦN KINH DOANH F88","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","26-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6EA3D"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-citek.35A8C8BE.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot6%2F253886%2F163706logo-2x.png&w=256&q=75","Senior Talent Acquisition Specialist","https://careerviet.vn/vi/tim-viec-lam/senior-talent-acquisition-specialist.35C70D3D.html","CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK","Lương: Cạnh tranh","Hồ Chí Minh","Cơ hội ứng tuyển chỉ còn:","5","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C70D3D"
"https://careerviet.vn/vi/nha-tuyen-dung/indovina-bank-ltd.35A4FC93.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot1%2F5011%2F81333ivb_logostandar_indovinabank_englishcopy-01.jpg&w=256&q=75","Head of Database Administration Section (Trưởng Bộ Phận)","https://careerviet.vn/vi/tim-viec-lam/head-of-database-administration-section-truong-bo-phan.35C6E4EC.html","Indovina Bank Ltd.","Lương: 1.200 - 1.600 USD","Hồ Chí Minh","Hạn nộp:","24-05-2026","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6E4EC"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-galaxy-digital-holdings.35A9FEAA.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot6%2F333226%2F1605141-1_gdh_logo_rgb-01.png&w=256&q=75","Compliance Specialist","https://careerviet.vn/vi/tim-viec-lam/compliance-specialist.35C7307D.html","CÔNG TY TNHH GALAXY DIGITAL HOLDINGS","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","23-05-2026","Cập nhật:","30-04-2026","Laptop","Chế độ bảo hiểm","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7307D"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-giai-phap-doanh-nghiep-toan-cau.35A71F1A.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot2%2F144922%2Flogo.jpg&w=256&q=75","Chuyên Viên/ Leader Tư Vấn Triển Khai Phần Mềm ERP","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-leader-tu-van-trien-khai-phan-mem-erp.35C72F9C.html","CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP TOÀN CẦU","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","22-05-2026","Cập nhật:","30-04-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72F9C"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-tin-bao-lan.35A89D6A.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F242794%2F16411643022-100x100.jpg&w=256&q=75","PMO Kỹ Thuật (Kiêm Presales/BOM/Giải Pháp & Kinh Nghiệm Triển Khai Data Center/Network)","https://careerviet.vn/vi/tim-viec-lam/pmo-ky-thuat-kiem-presales-bom-giai-phap-kinh-nghiem-trien-khai-data-center-network.35C72D2A.html","Công Ty TNHH Tín Bảo Lan","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","22-06-2026","Cập nhật:","30-04-2026","Chế độ bảo hiểm","Du Lịch","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72D2A"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-tin-bao-lan.35A89D6A.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F242794%2F16411643022-100x100.jpg&w=256&q=75","After-Service Technical Consultant Manager","https://careerviet.vn/vi/tim-viec-lam/after-service-technical-consultant-manager.35C72D1B.html","Công Ty TNHH Tín Bảo Lan","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","22-06-2026","Cập nhật:","30-04-2026","Chế độ bảo hiểm","Du Lịch","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72D1B"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-skylab-innogram-viet-nam.35A9DA1E.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot0%2F323870%2F95344skylab-box.png&w=256&q=75","Software Engineer","https://careerviet.vn/vi/tim-viec-lam/software-engineer.35C73A49.html","CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","29-05-2026","Cập nhật:","29-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C73A49"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-mu-xanh-blue-hat.35A8503F.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot9%2F223039%2F1719421-logo-jpeg.jpg&w=256&q=75","Trưởng Phòng Kỹ Thuật (Công Nghệ Thông Tin)","https://careerviet.vn/vi/tim-viec-lam/truong-phong-ky-thuat-cong-nghe-thong-tin.35C72C18.html","CÔNG TY CỔ PHẦN MŨ XANH - BLUE HAT","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","21-05-2026","Cập nhật:","29-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72C18"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cong-nghe-huawei-viet-nam.35A9F4CA.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot8%2F330698%2F91538screenshot2025-04-22091240.png&w=256&q=75","Solution Sales Engineer (Optical/IT product)","https://careerviet.vn/vi/tim-viec-lam/solution-sales-engineer-optical-it-product.35C73868.html","CÔNG TY TNHH CÔNG NGHỆ HUAWEI VIỆT NAM","Lương: 18 Tr - 50 Tr VND","Hồ Chí Minh","Hạn nộp:","31-05-2026","Cập nhật:","28-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C73868"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-rich-pay-tek.35A9C30C.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F317964%2F85913logor_page-0001.jpg&w=256&q=75","Nhân viên hỗ trợ kỹ thuật ca đêm","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ho-tro-ky-thuat-ca-dem.35C7271F.html","CÔNG TY TNHH RICH PAY TEK","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","20-05-2026","Cập nhật:","27-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7271F"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-du-lich-ht-group.35AA2893.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fstatic.careerviet.vn%2Fthemes%2Fkiemviecv32%2Fimages%2Fgraphics%2Flogo-default.png&w=256&q=75","Nhân Viên IT","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it.35C72F44.html","CÔNG TY TNHH DU LỊCH HT GROUP","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","22-05-2026","Cập nhật:","23-04-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72F44"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-kien-truc-tu-van-quan-ly-dong-duong.35A7D573.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot3%2F191603%2F93928picture1.png&w=256&q=75","Nhân Viên IT","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it.35C72CFC.html","Công Ty Cổ Phần Kiến Trúc Tư Vấn Quản Lý Đông Dương","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","21-05-2026","Cập nhật:","22-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C72CFC"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-duoc-pham-pharmacity.35A7E5C8.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F195784%2F171103pmc_logo_conentrang.png&w=256&q=75","DevSecOps/ Security Engineer","https://careerviet.vn/vi/tim-viec-lam/devsecops-security-engineer.35C68C01.html","Công Ty CP Dược Phẩm Pharmacity","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","20-05-2026","Cập nhật:","21-04-2026","Laptop","Chế độ bảo hiểm","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C68C01"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-taisun-viet-nam.35A5120F.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployers%2F10511%2F103915logotaisunfinal_2022-02.png&w=256&q=75","IT HELPDESK","https://careerviet.vn/vi/tim-viec-lam/it-helpdesk.35C727EF.html","Công Ty TNHH Taisun Việt Nam","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","20-05-2026","Cập nhật:","20-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C727EF"
"https://careerviet.vn/vi/nha-tuyen-dung/bvbank-ngan-hang-ban-viet.35A66798.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot4%2F97944%2F164423logobvbank-01.png&w=256&q=75","Chuyên viên cao cấp/Chuyên viên Phân tích dữ liệu","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-vien-phan-tich-du-lieu.35C6FBF6.html","BVBank - Ngân hàng Bản Việt","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","13-05-2026","Cập nhật:","14-04-2026","Chế độ bảo hiểm","Du Lịch","Đồng phục","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6FBF6"
"https://careerviet.vn/vi/nha-tuyen-dung/kddi-vietnam-hcm-gnoc-ho-chi-minh-global-network-operations-center.35A79E5F.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot3%2F177503%2F131618logokddi.png&w=256&q=75","Network Engineer - Kỹ Sư Mạng (Không Yêu Cầu Kinh Nghiệm)","https://careerviet.vn/vi/tim-viec-lam/network-engineer-ky-su-mang-khong-yeu-cau-kinh-nghiem.35C6FFE8.html","KDDI Vietnam - HCM GNOC (Ho Chi Minh Global Network Operations Center)","Lương: 11 Tr - 13 Tr VND","Hồ Chí Minh","Cập nhật:","12-04-2026","","","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6FFE8"
"https://careerviet.vn/vi/nha-tuyen-dung/van-phong-dai-dien-tong-cong-ty-phat-trien-do-thi-kinh-bac-ctcp-tai-thanh-pho-ho-chi-minh.35AA1EF5.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fstatic.careerviet.vn%2Fthemes%2Fkiemviecv32%2Fimages%2Fgraphics%2Flogo-default.png&w=256&q=75","Chuyên Viên Mua Sắm/Contracts, Consultants & Procurement","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-mua-sam-contracts-consultants-procurement.35C6E5B5.html","VĂN PHÒNG ĐẠI DIỆN TỔNG CÔNG TY PHÁT TRIỂN ĐÔ THỊ KINH BẮC-CTCP TẠI THÀNH PHỐ HỒ CHÍ MINH","Lương: Cạnh tranh","Hồ Chí Minh","Cập nhật:","10-04-2026","","","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6E5B5"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-netcab.35A7F089.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot7%2F198537%2F104351netcab_logo.jpg&w=256&q=75","Nhân Viên Quản Lý Kho Vật Tư","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-quan-ly-kho-vat-tu.35C705CC.html","Công Ty Cổ Phần Netcab","Lương: 10 Tr - 16 Tr VND","Hồ Chí Minh","Cơ hội ứng tuyển chỉ còn:","2","Cập nhật:","10-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C705CC"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-netcab.35A7F089.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot7%2F198537%2F104351netcab_logo.jpg&w=256&q=75","Kỹ Sư Network & System/ N&S Engineer","https://careerviet.vn/vi/tim-viec-lam/ky-su-network-system-n-s-engineer.35C705D6.html","Công Ty Cổ Phần Netcab","Lương: 10 Tr - 16 Tr VND","Hồ Chí Minh","Cơ hội ứng tuyển chỉ còn:","2","Cập nhật:","10-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C705D6"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-sorimachi-viet-nam.35A962AA.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot0%2F293290%2F172811sorimachi-logo.jpg&w=256&q=75","Chuyên Viên Kinh Doanh Phần Mềm","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-phan-mem.35C6FEA4.html","CÔNG TY TNHH SORIMACHI VIỆT NAM","Lương: Cạnh tranh","Hồ Chí Minh","Cập nhật:","10-04-2026","","","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6FEA4"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-vacxin-viet-nam.35A7F2D2.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot2%2F199122%2F135153logovacxin.jpg&w=256&q=75","Senior Software Developer","https://careerviet.vn/vi/tim-viec-lam/senior-software-developer.35C6FE59.html","Công Ty Cổ Phần Vacxin Việt Nam","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","31-07-2026","Cập nhật:","03-04-2026","Laptop","Chế độ bảo hiểm","Phụ cấp","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6FE59"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-citek.35A8C8BE.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot6%2F253886%2F163706logo-2x.png&w=256&q=75","SAP SALES EXECUTIVE - HCMC/ HANOI","https://careerviet.vn/vi/tim-viec-lam/sap-sales-executive-hcmc-hanoi.35C7173E.html","CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK","Lương: 1.000 - 3.000 USD","Hồ Chí Minh","Hạn nộp:","12-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7173E"
"https://careerviet.vn/vi/nha-tuyen-dung/qtsc-cong-ty-tnhh-mtv-phat-trien-cong-vien-phan-mem-quang-trung.35A8671A.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot0%2F228890%2F163144z4911260021184_187c732107378e6de685de736f497928.jpg&w=256&q=75","Nhân Viên Presale (Tư Vấn Triển Khai Giải Pháp Công Nghệ)","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-presale-tu-van-trien-khai-giai-phap-cong-nghe.35C7004C.html","QTSC - CÔNG TY TNHH MTV PHÁT TRIỂN CÔNG VIÊN PHẦN MỀM QUANG TRUNG","Lương: Cạnh tranh","Hồ Chí Minh","Cơ hội ứng tuyển chỉ còn:","Hôm nay","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7004C"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-giao-duc-quoc-te-viet-uc.35A62050.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot6%2F79696%2F115302viberimage2019-05-15-11-51-57.jpg&w=256&q=75","IT Security Analyst ( Strong Microsoft 365)","https://careerviet.vn/vi/tim-viec-lam/it-security-analyst-strong-microsoft-365.35C6F62C.html","Công ty CP Giáo dục Quốc tế Việt Úc","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","30-05-2026","Cập nhật:","01-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6F62C"
"https://careerviet.vn/vi/nha-tuyen-dung/east-sea-energy-environment-company-limited.35A8C270.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot2%2F252272%2F95554z2389102685811_f354232fda078c1fdd1273b3d7d4e1a2.jpg&w=256&q=75","IT Presales Engineer","https://careerviet.vn/vi/tim-viec-lam/it-presales-engineer.35C69FCC.html","EAST SEA ENERGY ENVIRONMENT COMPANY LIMITED","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","28-05-2026","Cập nhật:","29-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C69FCC"
"https://careerviet.vn/vi/nha-tuyen-dung/nova-service-group-cong-ty-co-phan-tap-doan-nova-services.35AA0C05.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot5%2F336645%2FCapture.JPG&w=256&q=75","Head of IT Security and Compliance Management","https://careerviet.vn/vi/tim-viec-lam/head-of-it-security-and-compliance-management.35C699A2.html","Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","27-05-2026","Cập nhật:","28-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C699A2"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tai-chinh-tnhh-mot-thanh-vien-quoc-te-viet-nam-jaccs.35A60332.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployers%2F72242%2F144407jaccs-brandlogo-color.jpg&w=256&q=75","IT Auditor_Chuyên Viên Kiểm Toán Công Nghệ Thông Tin","https://careerviet.vn/vi/tim-viec-lam/it-auditor_chuyen-vien-kiem-toan-cong-nghe-thong-tin.35C699A6.html","Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS","Lương: 18 Tr - 20 Tr VND","Hồ Chí Minh","Hạn nộp:","27-05-2026","Cập nhật:","28-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C699A6"
"https://careerviet.vn/vi/nha-tuyen-dung/teamwork-vietnam-ltd.35A5AF09.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployers%2F50697%2F163240logo-teamwork-signature-versionoutlook-002.png&w=256&q=75","Data Engineer","https://careerviet.vn/vi/tim-viec-lam/data-engineer.35C726D9.html","Teamwork Vietnam Ltd","Lương: 12 Tr - 26 Tr VND","Hồ Chí Minh","Hạn nộp:","31-07-2026","Cập nhật:","27-04-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C726D9"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-giai-phap-cong-nghe-hqg.35A9A4C3.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot1%2F310211%2F175952logohqg-2024.jpg&w=256&q=75","Chuyên Viên Tư Vấn Giải Pháp","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giai-phap.35C71B19.html","CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HQG","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","31-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C71B19"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-he-thong-cong-nghe-hoang-hai.35A9B1EA.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot8%2F313578%2F120114logohoanghai.jpg&w=256&q=75","Nhân Viên Kinh Doanh","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C6E3A7.html","Công Ty Cổ phần Hệ thống Công Nghệ Hoàng Hải","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","24-05-2026","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6E3A7"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-dau-tu-ky-thuat-so-viet-vdi.35A8BBF3.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot1%2F250611%2F145348vdi-ar8nq.png&w=256&q=75","Postsale Security Engineer","https://careerviet.vn/vi/tim-viec-lam/postsale-security-engineer.35C6C532.html","Công ty Cổ phần Đầu tư Kỹ thuật Số Việt (VDI)","Lương: Lên đến 35 Tr VND","Hà Nội","Hạn nộp:","11-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6C532"
"https://careerviet.vn/vi/nha-tuyen-dung/pcb-graphtech-viet-nam.35A82EAB.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot3%2F214443%2F105604capture.jpg&w=256&q=75","Senior Application Engineer","https://careerviet.vn/vi/tim-viec-lam/senior-application-engineer.35C725E9.html","PCB GraphTech Việt Nam","Lương: Cạnh tranh","Hồ Chí Minh","Hạn nộp:","20-05-2026","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C725E9"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-binh-viet-duc-bivid.35A8D45E.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot2%2F256862%2F121241logo-bivid_chuan.png&w=256&q=75","Nhân viên Lập trình ERP","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-erp.35C7214E.html","Công ty TNHH Bình Việt Đức (BIVID)","Lương: 14 Tr - 20 Tr VND","Hồ Chí Minh","Hạn nộp:","31-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Đồng phục","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7214E"
"https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-alo360-com.35A74FE2.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot0%2F157410%2F174317avatar.jpg&w=256&q=75","Nhân Viên Kỹ Thuật (Điện tử, Viễn thông, CNTT)","https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-dien-tu-vien-thong-cntt.35C71571.html","Công Ty Cổ Phần Alo360.com","Lương: 9 Tr - 12 Tr VND","Hồ Chí Minh","Hạn nộp:","13-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C71571"
"https://careerviet.vn/vi/nha-tuyen-dung/omn1-solution.35A85CD3.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot9%2F226259%2F143623omn1logo2021.png&w=256&q=75","Quản Lý Dự Án/ Project Manager","https://careerviet.vn/vi/tim-viec-lam/quan-ly-du-an-project-manager.35C7043A.html","OMN1 Solution","Lương: Cạnh tranh","Hồ Chí Minh","Cơ hội ứng tuyển chỉ còn:","2","Cập nhật:","03-05-2026","Chế độ bảo hiểm","Du Lịch","Chế độ thưởng","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C7043A"
"https://careerviet.vn/vi/nha-tuyen-dung/omn1-solution.35A85CD3.html","https://careerviet.vn/_next/image?url=https%3A%2F%2Fimages.careerviet.vn%2Femployer_folders%2Flot9%2F226259%2F143623omn1logo2021.png&w=256&q=75","Chuyên Viên Tư Vấn Triển Khai Phần Mềm – Senior Software Consultant","https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-trien-khai-phan-mem-senior-software-consultant.35C6D8EC.html","OMN1 Solution","Lương: 12 Tr - 25 Tr VND","Hồ Chí Minh","Hạn nộp:","19-05-2026","Cập nhật:","03-05-2026","Laptop","Chế độ bảo hiểm","Du Lịch","https://careerviet.vn/vi/jobseekers/jobs/apply?job_id=35C6D8EC"
