"img_job_card href","sc-cHHTbD src","sc-cdaca-d","sc-cpgxJx","sc-cpgxJx href","sc-dauhQT","sc-jNUliw","sc-lccgLh","sc-bXWnss","sc-bXWnss 2","sc-bXWnss 3","sc-bXWnss 4"
"https://www.vietnamworks.com/it-operations-on-site-2035961-jv?source=searchResults&searchType=2&placement=2035961&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F6f%2F10982670.png&w=3840&q=75","IT Operations On-Site","Công ty Cổ Phần Draexlmaier Automotive Việt Nam","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-co-phan-draexlmaier-automotive-viet-nam-c321608","Thương lượng","Đà Nẵng, Quảng Nam","Hôm nay","Information Technology","Computer Science","IT Support","+5"
"https://www.vietnamworks.com/-hnhcm-senior-automationmanual-test-2018749-jv?source=searchResults&searchType=2&placement=2018749&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F1a%2F11046976.png&w=3840&q=75","(HN/HCM) Senior Automation/Manual Test","One Mount","https://www.vietnamworks.com/nha-tuyen-dung/one-mount-c321984","$ 1,500-2,500 /tháng","Hồ Chí Minh, Hà Nội","Hôm nay","Data Structure","Java","NoSQL",""
"https://www.vietnamworks.com/-hnhcm-senior-frontend-engineer-javascript-es6-2018737-jv?source=searchResults&searchType=2&placement=2018737&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F1a%2F11046976.png&w=3840&q=75","(HN/HCM) Senior Frontend Engineer (JavaScript (ES6+))","One Mount","https://www.vietnamworks.com/nha-tuyen-dung/one-mount-c321984","$ 1,500-2,500 /tháng","Hồ Chí Minh, Hà Nội","Hôm nay","JavaScript","NextJs","ReactJS","+1"
"https://www.vietnamworks.com/senior-data-tester-data-and-digital-transformation-division-dto--2046022-jv?source=searchResults&searchType=2&placement=2046022&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F53%2F11260376.png&w=3840&q=75","Senior Data Tester - Data and Digital Transformation Division (DTO)","Ngân Hàng TMCP Quốc Dân (NCB)","https://www.vietnamworks.com/nha-tuyen-dung/ngan-hang-tmcp-quoc-dan-ncb--c171670","Thương lượng","Hà Nội","Hôm nay","Test Planning","Test execution","Truy vấn SQL","+1"
"https://www.vietnamworks.com/senior-data-engineer--2046009-jv?source=searchResults&searchType=2&placement=2046009&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F53%2F11260376.png&w=3840&q=75","Senior Data Engineer","Ngân Hàng TMCP Quốc Dân ( NCB )","https://www.vietnamworks.com/nha-tuyen-dung/ngan-hang-tmcp-quoc-dan-ncb--c171670","Thương lượng","Hà Nội","Hôm nay","SQL","Python","Hadoop","+2"
"https://www.vietnamworks.com/senior-business-and-data-analyst--2046006-jv?source=searchResults&searchType=2&placement=2046006&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F53%2F11260376.png&w=3840&q=75","Senior Business And Data Analyst","Ngân Hàng TMCP Quốc Dân ( NCB )","https://www.vietnamworks.com/nha-tuyen-dung/ngan-hang-tmcp-quoc-dan-ncb--c171670","Thương lượng","Hà Nội","Hôm nay","Data Analysis","Banking","T24","+2"
"https://www.vietnamworks.com/project-manager-super-app-project-dto--2046015-jv?source=searchResults&searchType=2&placement=2046015&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F53%2F11260376.png&w=3840&q=75","Project Manager (Super App Project) - DTO","Ngân Hàng TMCP Quốc Dân (NCB)","https://www.vietnamworks.com/nha-tuyen-dung/ngan-hang-tmcp-quoc-dan-ncb--c171670","Thương lượng","Hà Nội","Hôm nay","Project Management","Digital Banking","Digital Transformation","+2"
"https://www.vietnamworks.com/frontend-developer-reactjsvuejs-fintechtrading-platform-2045860-jv?source=searchResults&searchType=2&placement=2045860&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ffb%2F10948090.png&w=3840&q=75","Frontend Developer (Reactjs/vuejs) – Fintech/trading Platform","Công Ty TNHH Chứng Khoán Jb Việt Nam","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-chung-khoan-jb-viet-nam-c324954","Thương lượng","Hà Nội","Hôm nay","Front End Web Design","ReactJS","VueJS","+3"
"https://www.vietnamworks.com/footwear-qc-inspector-binh-tan-hcm-2044238-jv?source=searchResults&searchType=2&placement=2044238&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fea%2F11127165.png&w=3840&q=75","Footwear QC Inspector 鞋类质量检验员(Binh Tan, HCM)","Amer Sports Vietnam Limited","https://www.vietnamworks.com/nha-tuyen-dung/amer-sports-vietnam-limited-c161147","25tr-30tr ₫/tháng","Hồ Chí Minh","Hôm nay","Footwear","Quality Control","Chinese","+1"
"https://www.vietnamworks.com/nhan-vien-tu-van-va-trien-khai-giai-phap-ky-thuat-pre-sale-2025475-jv?source=searchResults&searchType=2&placement=2025475&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F9b%2F11431974.png&w=3840&q=75","Nhân Viên Tư Vấn và Triển Khai Giải Pháp Kỹ Thuật (Pre-sale)","CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-co-phan-phat-trien-cong-nghe-techpro-c19537","Thương lượng","Hà Nội, Hồ Chí Minh","Hôm nay","AutoCAD 2D","Cơ Điện Tử","Technical Reading","+1"
"https://www.vietnamworks.com/senior-associate-legal-cosec-administration-2037902-jv?source=searchResults&searchType=2&placement=2037902&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd9%2F11293186.png&w=3840&q=75","Senior Associate, Legal & Cosec Administration","NAB Innovation Centre Vietnam","https://www.vietnamworks.com/nha-tuyen-dung/nab-innovation-centre-vietnam-c316318","Thương lượng","Hồ Chí Minh","Hôm nay","Legal","Secretarial Skills","Compliance and Controls","+1"
"https://www.vietnamworks.com/3d-rigger--2045325-jv?source=searchResults&searchType=2&placement=2045325&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","3D Rigger","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Skinning","Game Design","3D Rigging","+2"
"https://www.vietnamworks.com/tech-support-engineer--2039289-jv?source=searchResults&searchType=2&placement=2039289&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F85%2F11156218.png&w=3840&q=75","Tech Support Engineer","Công Ty TNHH Salto Systems","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-salto-systems-c314327","Thương lượng","Hồ Chí Minh","Hôm nay","Mechanical","Technical Support","Security Systems","+2"
"https://www.vietnamworks.com/consultant-talent-learning-and-culture-2037913-jv?source=searchResults&searchType=2&placement=2037913&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd9%2F11293186.png&w=3840&q=75","Consultant, Talent Learning and Culture","NAB Innovation Centre Vietnam","https://www.vietnamworks.com/nha-tuyen-dung/nab-innovation-centre-vietnam-c316318","Thương lượng","Hồ Chí Minh","Hôm nay","Learning And Development","Culture Development","English Fluency",""
"https://www.vietnamworks.com/it-auditor-techcom-insurance-2037132-jv?source=searchResults&searchType=2&placement=2037132&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11125544.png&w=3840&q=75","IT Auditor (Techcom Insurance)","Techcombank","https://www.vietnamworks.com/nha-tuyen-dung/techcombank-c36019","Thương lượng","Hà Nội","Hôm nay","Cybersecurity","CISA","Quản Trị Rủi Ro Thông Tin","+2"
"https://www.vietnamworks.com/senior-sap-consultant-fico-mm-abap-fiori-car-2037736-jv?source=searchResults&searchType=2&placement=2037736&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F51%2F11443252.png&w=3840&q=75","Senior SAP Consultant (FICO, MM, ABAP, Fiori, CAR)","TDI APJ VIETNAM CO., LTD.","https://www.vietnamworks.com/nha-tuyen-dung/tdi-apj-vietnam-co-ltd--c142324","Thương lượng","Hồ Chí Minh","Hôm nay","SAP FICO","SAP MM","SAP ABAP","+2"
"https://www.vietnamworks.com/ad-application-deveroper-chuyen-vien-phat-trien-ung-dung-2039279-jv?source=searchResults&searchType=2&placement=2039279&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fbb%2F11125895.png&w=3840&q=75","AD Application Deveroper ( Chuyên Viên Phát Triển Ứng Dụng)","Fubon Life Insurance (Vietnam) Co., Ltd","https://www.vietnamworks.com/nha-tuyen-dung/fubon-life-insurance-vietnam-co-ltd-c93664","Thương lượng","Hà Nội","Hôm nay","Java","Python","MariaDB","+3"
"https://www.vietnamworks.com/data-analyst--2045666-jv?source=searchResults&searchType=2&placement=2045666&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F5a%2F10480385.png&w=3840&q=75","Data Analyst","Home Credit Vietnam - Explore Your Dream Team","https://www.vietnamworks.com/nha-tuyen-dung/home-credit-vietnam-explore-your-dream-team-c27341","Thương lượng","Hồ Chí Minh","Hôm nay","SQL","Python","Data Management","+2"
"https://www.vietnamworks.com/automation-engineer-plcdcs-power-plant-2038289-jv?source=searchResults&searchType=2&placement=2038289&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F3c%2F11125455.png&w=3840&q=75","Automation Engineer (PLC/DCS) - Power Plant","Toshiba Software Development (Vietnam) CO., LTD","https://www.vietnamworks.com/nha-tuyen-dung/toshiba-software-development-vietnam-co-ltd-c41831","Thương lượng","Hà Nội","Hôm nay","PLC","DCS","Điện Tự Động Hóa","+2"
"https://www.vietnamworks.com/hn-lien-quan-mobile-senior-marketing-abm-2047567-jv?source=searchResults&searchType=2&placement=2047567&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fa4%2F10963255.png&w=3840&q=75","[HN, Lien Quan Mobile] Senior Marketing (ABM)","Garena Vietnam","https://www.vietnamworks.com/nha-tuyen-dung/garena-vietnam-c140080","Thương lượng","Hà Nội","Hôm nay","IMC Planning","Campaign Management","Project Management","+2"
"https://www.vietnamworks.com/nhan-vien-it-support--2041848-jv?source=searchResults&searchType=2&placement=2041848&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F83%2F11125287.png&w=3840&q=75","Nhân Viên IT Support","Brother Industries (Vietnam) Ltd.","https://www.vietnamworks.com/nha-tuyen-dung/brother-industries-vietnam-ltd--c11293","Thương lượng","Hải Phòng","Hôm nay","IT Helpdesk","Technical Support","Server Management","+2"
"https://www.vietnamworks.com/giam-doc-cong-nghe-thong-tin-mang-edtech-2018420-jv?source=searchResults&searchType=2&placement=2018420&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fff%2F11126504.png&w=3840&q=75","Giám Đốc Công Nghệ Thông Tin - Mảng Edtech","Tập Đoàn Giáo Dục Và Đào Tạo Quốc Tế Đại Tây Dương - Atlantic Group","https://www.vietnamworks.com/nha-tuyen-dung/tap-doan-giao-duc-va-dao-tao-quoc-te-dai-tay-duong-atlantic-group-c184421","$ 3,000-4,000 /tháng","Hà Nội","Hôm nay","CTO","","",""
"https://www.vietnamworks.com/chuyen-vien-tu-van-trai-nghiem-khach-hang-2042391-jv?source=searchResults&searchType=2&placement=2042391&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F76%2F11390905.png&w=3840&q=75","Chuyên Viên Tư Vấn Trải Nghiệm Khách Hàng","Viettel Customer Service","https://www.vietnamworks.com/nha-tuyen-dung/viettel-customer-service-c400013","Thương lượng","Hà Nội","Hôm nay","Marketing Development","Customer Service","+3",""
"https://www.vietnamworks.com/digital-transformation-team-supervisor-2035798-jv?source=searchResults&searchType=2&placement=2035798&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fdb%2F11413510.png&w=3840&q=75","Digital Transformation Team Supervisor","Yamaha Motor Vietnam","https://www.vietnamworks.com/nha-tuyen-dung/yamaha-motor-vietnam-c952","$ 1,000-1,500 /tháng","Hà Nội","Hôm nay","Data Management","Digitalization","Problem-solving","+2"
"https://www.vietnamworks.com/business-analyst-itba-2044086-jv?source=searchResults&searchType=2&placement=2044086&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11437144.jpg&w=3840&q=75","Business Analyst (ITBA)","CÔNG TY CỔ PHẦN VINSMART FUTURE","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-co-phan-vinsmart-future-c404058","Thương lượng","Hà Nội","Hôm nay","Agile Scrum","Banking experience","Business Analysis","+2"
"https://www.vietnamworks.com/product-manager-jetpay-lendingbankhub-2016736-jv?source=searchResults&searchType=2&placement=2016736&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11386815.jpg&w=3840&q=75","Product Manager (Jetpay Lending/Bankhub)","MISA Jointstock Company","https://www.vietnamworks.com/nha-tuyen-dung/misa-jointstock-company-c31211","Tới $ 3,000 /tháng","Hà Nội","Hôm nay","Business Development","Market Research","Product Management","+1"
"https://www.vietnamworks.com/outbound-partnerships-consultant-relocation-to-hong-kong-working-visa-sponsored-2039330-jv?source=searchResults&searchType=2&placement=2039330&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11114318.png&w=3840&q=75","Outbound Partnerships Consultant (Relocation to Hong Kong, Working Visa Sponsored)","Odoo HK Limited","https://www.vietnamworks.com/nha-tuyen-dung/odoo-hk-limited-c355987","$ 3,500-5,000 /tháng","Quốc tế","Hôm nay","English","Negotiation Skills","ERP","+2"
"https://www.vietnamworks.com/it-auditor-banking-financial-services--2046621-jv?source=searchResults&searchType=2&placement=2046621&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F9d%2F11328675.png&w=3840&q=75","IT Auditor (Banking/ Financial Services)","Chailease International Leasing Co., Ltd. (Head Office)","https://www.vietnamworks.com/nha-tuyen-dung/chailease-international-leasing-co-ltd-head-office--c9580","Thương lượng","Hồ Chí Minh","Hôm nay","Information Security","Risk Management","Security","+2"
"https://www.vietnamworks.com/chuyen-vien-kinh-doanh-giai-phap-erp-senior-b2b-sales-2039921-jv?source=searchResults&searchType=2&placement=2039921&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fad%2F11128553.png&w=3840&q=75","Chuyên Viên Kinh Doanh Giải Pháp ERP (Senior B2B Sales)","1C Vietnam LLC","https://www.vietnamworks.com/nha-tuyen-dung/1c-vietnam-llc-c281215","Thương lượng","Hà Nội","Hôm nay","Manage ERP Software","Kinh Doanh B2B","Phần mềm doanh nghiệp","+2"
"https://www.vietnamworks.com/kham-pha-co-hoi-phat-trien-su-nghiep-and-djinh-cu-tai-phan-lan-thong-qua-su-kien-offline-22052026-tai-hcm-2041158-jv?source=searchResults&searchType=2&placement=2041158&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F4c%2F11304674.png&w=3840&q=75","Khám Phá Cơ Hội Phát Triển Sự Nghiệp & Định Cư Tại Phần Lan (Thông Qua Sự Kiện Offline 22/05/2026 Tại HCM)","Business Finland - Work in Finland Unit","https://www.vietnamworks.com/nha-tuyen-dung/business-finland-work-in-finland-unit-c387796","Thương lượng","Hồ Chí Minh","Hôm nay","IT","Engineering","manufacturing","+2"
"https://www.vietnamworks.com/c-c-plus-plus-software-engineer-salary-up-to-2-500-hybrid-working--2037016-jv?source=searchResults&searchType=2&placement=2037016&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F10%2F11366613.png&w=3840&q=75","C/C++ Software Engineer - Salary Up to 2,500$ Hybrid Working","LG Electronics Development Viet Nam Company Limited","https://www.vietnamworks.com/nha-tuyen-dung/lg-electronics-development-viet-nam-company-limited-c249615","$ 700-2,500 /tháng","Hà Nội","Hôm nay","C++","C/C++ Programming","Embedded C programming","+2"
"https://www.vietnamworks.com/b2b-sales-executive-it-solutions-2035920-jv?source=searchResults&searchType=2&placement=2035920&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F00%2F11125301.png&w=3840&q=75","B2B Sales Executive (IT Solutions)","Netnam Corp.","https://www.vietnamworks.com/nha-tuyen-dung/netnam-corp--c134239","$ 500-2,000 /tháng","Hồ Chí Minh","Hôm nay","Sales B2B","Business Development","Account Manager Fortune 500",""
"https://www.vietnamworks.com/expert-operational-service-quality-improvement-2043303-jv?source=searchResults&searchType=2&placement=2043303&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11125544.png&w=3840&q=75","Expert, Operational Service Quality Improvement","Techcombank","https://www.vietnamworks.com/nha-tuyen-dung/techcombank-c36019","Thương lượng","Hà Nội","Hôm nay","Operational Excellence","Process Design","Process optimization","+5"
"https://www.vietnamworks.com/senior-officer-user-experience-research-2043304-jv?source=searchResults&searchType=2&placement=2043304&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11125544.png&w=3840&q=75","Senior Officer, User Experience Research","Techcombank","https://www.vietnamworks.com/nha-tuyen-dung/techcombank-c36019","Thương lượng","Hà Nội","Hôm nay","Agile","Product Management","Process Improvement","+2"
"https://www.vietnamworks.com/finance-management-expert-level-2043243-jv?source=searchResults&searchType=2&placement=2043243&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11441416.jpg&w=3840&q=75","Finance Management (Expert Level)","CÔNG TY CỔ PHẦN NGHIÊN CỨU, PHÁT TRIỂN VÀ ỨNG DỤNG ROBOT HÌNH NGƯỜI VINDYNAMICS","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-co-phan-nghien-cuu-phat-trien-va-ung-dung-robot-hinh-nguoi-vindynamics-c409544","Thương lượng","Hà Nội","Hôm nay","Financial Analysis","Financial Planning","Fundraising","+2"
"https://www.vietnamworks.com/it-security-it-governance-officer--2047937-jv?source=searchResults&searchType=2&placement=2047937&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7b%2F11125433.png&w=3840&q=75","IT Security & IT Governance Officer","Toyota Financial Services Vietnam","https://www.vietnamworks.com/nha-tuyen-dung/toyota-financial-services-vietnam-c45817","Thương lượng","Hồ Chí Minh","Hôm nay","Security Operations","Governance & Compliance","English","+2"
"https://www.vietnamworks.com/it-staff-2040496-jv?source=searchResults&searchType=2&placement=2040496&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F53%2F10807709.png&w=3840&q=75","IT Staff","Công Ty TNHH SEI Optifrontier Việt Nam","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-sei-optifrontier-viet-nam-c305955","Thương lượng","Phú Thọ, Hà Nội","Hôm nay","Excel Macro","Power Query","Python","+1"
"https://www.vietnamworks.com/it-application-specialist--2041714-jv?source=searchResults&searchType=2&placement=2041714&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ffc%2F11125241.png&w=3840&q=75","IT Application Specialist","Danieli – Industrielle Beteiligung Co., Ltd","https://www.vietnamworks.com/nha-tuyen-dung/danieli-industrielle-beteiligung-co-ltd-c5796","Thương lượng","Hồ Chí Minh","Hôm nay","ERP","IT Project Management","IT Application","+2"
"https://www.vietnamworks.com/expert-technology-risk-management--2036229-jv?source=searchResults&searchType=2&placement=2036229&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11125544.png&w=3840&q=75","Expert Technology Risk Management","Techcombank","https://www.vietnamworks.com/nha-tuyen-dung/techcombank-c36019","Thương lượng","Hà Nội","Hôm nay","Information System","IT Risk Management","IT Infrastructure","+1"
"https://www.vietnamworks.com/sap-consultant-ficoppsdmmewm-2026710-jv?source=searchResults&searchType=2&placement=2026710&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F77%2F10942065.png&w=3840&q=75","SAP Consultant (FICO/PP/SD/MM/EWM)","Citek Technology Joint-Stock Company","https://www.vietnamworks.com/nha-tuyen-dung/citek-technology-joint-stock-company-c264405","Tới $ 3,000 /tháng","Hồ Chí Minh, Hà Nội","Hôm nay","Manage ERP Software","SAP S/4HANA","Financial Accounting","+2"
"https://www.vietnamworks.com/senior-enterprise-architect-2036610-jv?source=searchResults&searchType=2&placement=2036610&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F7e%2F11125544.png&w=3840&q=75","Senior Enterprise Architect","Techcombank","https://www.vietnamworks.com/nha-tuyen-dung/techcombank-c36019","Thương lượng","Hà Nội","Hôm nay","Information Security","Banking System","BPM","+2"
"https://www.vietnamworks.com/ua-media-creator-chuyen-vien-sang-tao-video-quang-cao-game--2043824-jv?source=searchResults&searchType=2&placement=2043824&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","UA Media Creator (Chuyên Viên Sáng Tạo Video Quảng Cáo Game)","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Advertising Media","Đồ Họa","Photoshop","+2"
"https://www.vietnamworks.com/nhan-vien-3d-animator--2043826-jv?source=searchResults&searchType=2&placement=2043826&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","Nhân Viên 3D Animator","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Game Animation","Animation","3D Rigging","+2"
"https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--2043828-jv?source=searchResults&searchType=2&placement=2043828&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","2D Pixel Artist (Background / Character / Monster)","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Pixel Art","Game Design","Game Art","+2"
"https://www.vietnamworks.com/3d-environment-modeler--2043830-jv?source=searchResults&searchType=2&placement=2043830&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","3D Environment Modeler","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Animation","3Ds Max","3D Model Design","+2"
"https://www.vietnamworks.com/3d-environment-leveler--2043832-jv?source=searchResults&searchType=2&placement=2043832&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","3D Environment Leveler","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Unreal Engine","SpeedTree","Lighting Design","+2"
"https://www.vietnamworks.com/ua-3d-designer--2043820-jv?source=searchResults&searchType=2&placement=2043820&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Fd4%2F11407339.png&w=3840&q=75","UA 3D Designer","Công Ty TNHH Nexon Creative Studio VINA","https://www.vietnamworks.com/nha-tuyen-dung/cong-ty-tnhh-nexon-creative-studio-vina-c408842","Thương lượng","Hồ Chí Minh","Hôm nay","Concept Art","Unity Engine","Thiết Kế Đồ Họa","+1"
"https://www.vietnamworks.com/it-support-staff--2040414-jv?source=searchResults&searchType=2&placement=2040414&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2F54%2F11225215.png&w=3840&q=75","IT Support Staff","Nexon Networks VINA Co. Ltd,","https://www.vietnamworks.com/nha-tuyen-dung/nexon-networks-vina-co-ltd--c303187","Thương lượng","Hồ Chí Minh","Hôm nay","English","Software Installation","IT Support","+2"
"https://www.vietnamworks.com/sap-senior-consultant-sap-sd-sales-and-distribution-implementation--2036820-jv?source=searchResults&searchType=2&placement=2036820&sortBy=date&qs=0","https://cdn.vietnamworks.com/images?url=https%3A%2F%2Fimages.vietnamworks.com%2Fpictureofcompany%2Ffc%2F11034786.png&w=3840&q=75","SAP Senior Consultant - SAP SD (Sales and Distribution) Implementation","Deloitte Consulting SEA","https://www.vietnamworks.com/nha-tuyen-dung/deloitte-consulting-sea-c342245","Thương lượng","Hồ Chí Minh, Hà Nội","Hôm nay","SAP","Consulting","Information Technology","+2"
